alpha,case,role,threads,tickets,n,ready_mean,ready_std,ready_min,ready_max,effective_mean,effective_std,effective_min,effective_max,run_ticks_mean,run_ticks_std,run_ticks_min,run_ticks_max,work_mean,work_std,work_min,work_max,jobs_mean,jobs_std,jobs_min,jobs_max,miss_mean,miss_std,miss_min,miss_max,miss_rate_mean,miss_rate_std,miss_rate_min,miss_rate_max,tick_share_mean,tick_share_std,tick_share_min,tick_share_max,work_share_mean,work_share_std,work_share_min,work_share_max,effective_share_mean,effective_share_std,effective_share_min,effective_share_max
75,1_5_2,logger,2,50,3,2.0,0.0,2.0,2.0,50.0,0.0,50.0,50.0,50.0,2.943920288775949,47.0,54.0,8547.666666666666,26.637484032009397,8512.0,8576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076372450607341,0.004457409631042896,0.07186544342507645,0.08244274809160305,0.13886656055558816,0.0025302794696252487,0.13619141619969435,0.14226232934658195,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693
75,1_7_3,ai,7,100,3,7.0,0.0,7.0,7.0,300.0,0.0,300.0,300.0,272.3333333333333,2.6246692913372702,270.0,276.0,51843.333333333336,2424.866227696328,48469.0,54060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4157760814249364,0.004007128689064528,0.4122137404580153,0.4213740458015267,0.8602036464631447,0.0037850936804485016,0.8560841198454424,0.8652235662863019,0.46153846153846156,0.0,0.46153846153846156,0.46153846153846156
75,1_7_3,control,1,300,3,1.0,0.0,1.0,1.0,300.0,0.0,300.0,300.0,334.6666666666667,2.6246692913372702,331.0,337.0,0.0,0.0,0.0,0.0,150.0,0.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.510941475826972,0.004007128689064528,0.5053435114503817,0.5145038167938931,0.0,0.0,0.0,0.0,0.46153846153846156,0.0,0.46153846153846156,0.46153846153846156
75,1_7_3,logger,3,50,3,3.0,0.0,3.0,3.0,50.0,0.0,50.0,50.0,48.0,4.546060565661952,42.0,53.0,8426.666666666666,485.5384182076178,7936.0,9088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0732824427480916,0.006940550481926643,0.06412213740458016,0.08091603053435115,0.1397963535368552,0.0037850936804485202,0.13477643371369802,0.14391588015455756,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693
75,1_9_4,ai,9,100,3,9.0,0.0,9.0,9.0,500.0,0.0,500.0,500.0,278.0,6.377042156569663,273.0,287.0,57121.666666666664,2983.656853966659,53293.0,60572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4252895364139165,0.009587038803948398,0.41807044410413474,0.43883792048929665,0.836445150904803,0.004487679691836602,0.8320786856420682,0.8426170411244802,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556
75,1_9_4,control,1,300,3,1.0,0.0,1.0,1.0,300.0,0.0,300.0,300.0,314.3333333333333,5.734883511361751,307.0,321.0,0.0,0.0,0.0,0.0,150.0,0.0,150.0,150.0,7.333333333333333,10.370899457402697,0.0,22.0,0.04888888888888889,0.06913932971601798,0.0,0.14666666666666667,0.48087787409478405,0.008804338559286064,0.4694189602446483,0.4908256880733945,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
75,1_9_4,logger,4,50,3,4.0,0.0,4.0,4.0,100.0,0.0,100.0,100.0,61.333333333333336,2.6246692913372702,59.0,65.0,11190.0,937.6666074179386,9954.0,12224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09383258949129947,0.004084146851074972,0.09021406727828746,0.0995405819295559,0.16355484909519705,0.00448767969183659,0.15738295887551979,0.16792131435793176,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111
100,1_14_8,ai,14,100,3,14.0,0.0,14.0,14.0,1400.0,0.0,1400.0,1400.0,394.0,8.286535263104035,383.0,403.0,68971.33333333333,5148.721286774891,61691.0,72719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6036477691523563,0.011091375473016802,0.5892307692307692,0.6162079510703364,0.7662561599484563,0.0019106502041939236,0.7639657713217174,0.7686429122580781,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666
100,1_14_8,control,1,300,3,1.0,0.0,1.0,1.0,300.0,0.0,300.0,300.0,164.0,4.898979485566356,158.0,170.0,0.0,0.0,0.0,0.0,144.66666666666666,7.542472332656507,134.0,150.0,112.66666666666667,13.719410418171119,98.0,131.0,0.7858706467661691,0.13884760753798916,0.6533333333333333,0.9776119402985075,0.2512977338665412,0.008152561040126807,0.2415902140672783,0.26153846153846155,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285
100,1_14_8,logger,8,50,3,8.0,0.0,8.0,8.0,400.0,0.0,400.0,400.0,94.66666666666667,1.699673171197595,93.0,97.0,21025.666666666668,1393.414112490931,19060.0,22129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14505449698110248,0.0030183259623866956,0.14220183486238533,0.14923076923076922,0.23374384005154372,0.0019106502041939346,0.23135708774192185,0.2360342286782826,0.19047619047619047,0.0,0.19047619047619047,0.19047619047619047
100,1_25_9,ai,25,100,3,25.0,0.0,25.0,25.0,2500.0,0.0,2500.0,2500.0,447.3333333333333,7.760297817881877,438.0,457.0,86361.0,1799.2094560296937,84785.0,88879.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6881934939108701,0.010967661862956687,0.6769706336939721,0.703076923076923,0.8527094158095864,0.003809413241251472,0.8473331267926565,0.8556960250040071,0.7692307692307693,0.0,0.7692307692307693,0.7692307692307693
100,1_25_9,control,1,300,3,1.0,0.0,1.0,1.0,300.0,0.0,300.0,300.0,114.0,2.160246899469287,111.0,116.0,0.0,0.0,0.0,0.0,100.66666666666667,0.4714045207910317,100.0,101.0,100.33333333333333,0.9428090415820634,99.0,101.0,0.9966666666666667,0.004714045207910321,0.99,1.0,0.1753847719651015,0.003263944960074764,0.17076923076923076,0.1777434312210201,0.0,0.0,0.0,0.0,0.09230769230769231,0.0,0.09230769230769231,0.09230769230769231
100,1_25_9,logger,9,50,3,9.0,0.0,9.0,9.0,450.0,0.0,450.0,450.0,88.66666666666667,4.988876515698588,82.0,94.0,14914.0,370.46547297510284,14405.0,15276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13642173412402836,0.00787345581187501,0.12615384615384614,0.14528593508500773,0.1472905841904137,0.0038094132412514635,0.14430397499599296,0.1526668732073435,0.13846153846153847,0.0,0.13846153846153847,0.13846153846153847
100,1_5_2,ai,5,100,3,5.0,0.0,5.0,5.0,500.0,0.0,500.0,500.0,281.3333333333333,5.557777333511022,276.0,289.0,59167.666666666664,5015.765566912216,52484.0,64567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42996699515643205,0.009107618587611183,0.4213740458015267,0.442572741194487,0.8306192304532404,0.0013296817729054908,0.8296097052203986,0.8324979379480998,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556
100,1_5_2,control,1,300,3,1.0,0.0,1.0,1.0,300.0,0.0,300.0,300.0,320.0,4.898979485566356,314.0,326.0,0.0,0.0,0.0,0.0,150.0,0.0,150.0,150.0,10.666666666666666,15.084944665313014,0.0,32.0,0.07111111111111111,0.10056629776875343,0.0,0.21333333333333335,0.4890390407942984,0.006888638915235632,0.48085758039816234,0.49770992366412214,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
100,1_5_2,logger,2,50,3,2.0,0.0,2.0,2.0,100.0,0.0,100.0,100.0,53.0,4.242640687119285,50.0,59.0,12074.666666666666,1123.6005616865018,10560.0,13248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08099396404926956,0.006422915962826499,0.07633587786259542,0.0900763358778626,0.16938076954675965,0.0013296817729054715,0.16750206205190027,0.17039029477960146,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111
100,1_7_3,ai,7,100,3,7.0,0.0,7.0,7.0,700.0,0.0,700.0,700.0,307.3333333333333,20.07209228976613,284.0,333.0,63888.0,8804.63608939442,51553.0,71528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46941119067153975,0.03003121891386527,0.43425076452599387,0.5076219512195121,0.8217359464967001,0.0035049443190464484,0.8173026618260222,0.8258725998452817,0.6086956521739131,0.0,0.6086956521739131,0.6086956521739131
100,1_7_3,control,1,300,3,1.0,0.0,1.0,1.0,300.0,0.0,300.0,300.0,282.0,20.83266665599966,256.0,307.0,0.0,0.0,0.0,0.0,150.0,0.0,150.0,150.0,18.333333333333332,23.809428571238094,1.0,52.0,0.12222222222222223,0.15872952380825398,0.006666666666666667,0.3466666666666667,0.43079485840729964,0.03235178531665471,0.3902439024390244,0.4694189602446483,0.0,0.0,0.0,0.0,0.2608695652173913,0.0,0.2608695652173913,0.2608695652173913
100,1_7_3,logger,3,50,3,3.0,0.0,3.0,3.0,150.0,0.0,150.0,150.0,65.33333333333333,1.699673171197595,63.0,67.0,13817.666666666666,1624.6542880119314,11524.0,15081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09979395092116058,0.002499051274893563,0.0963302752293578,0.10213414634146341,0.17826405350329994,0.003504944319046439,0.17412740015471834,0.18269733817397785,0.13043478260869565,0.0,0.13043478260869565,0.13043478260869565
100,1_9_4,ai,9,100,3,9.0,0.0,9.0,9.0,900.0,0.0,900.0,900.0,339.3333333333333,11.671427600007732,327.0,355.0,68594.33333333333,3295.869165418366,64072.0,71833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5173230213103002,0.019067340543343126,0.4969604863221885,0.5428134556574924,0.8194067304779481,0.002032186695237565,0.8170260516953367,0.8219913261394455,0.6428571428571429,0.0,0.6428571428571429,0.6428571428571429
100,1_9_4,control,1,300,3,1.0,0.0,1.0,1.0,300.0,0.0,300.0,300.0,238.0,11.224972160321824,223.0,250.0,0.0,0.0,0.0,0.0,150.0,0.0,150.0,150.0,9.0,8.48528137423857,3.0,21.0,0.060000000000000005,0.05656854249492381,0.02,0.14,0.3627652839263676,0.01623659669437715,0.3409785932721712,0.3799392097264438,0.0,0.0,0.0,0.0,0.21428571428571427,0.0,0.21428571428571427,0.21428571428571427
100,1_9_4,logger,4,50,3,4.0,0.0,4.0,4.0,200.0,0.0,200.0,200.0,78.66666666666667,2.0548046676563256,76.0,81.0,15109.0,540.1783656040537,14349.0,15556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11991169476333229,0.002837270369893808,0.1162079510703364,0.12310030395136778,0.1805932695220519,0.002032186695237564,0.17800867386055452,0.1829739483046633,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285
